ED,Reported As,Reporting,Joy F. Campanelli (Democratic),Vincent F. Martusciello (Conservative),Scattered,Total Votes,Joy F. Campanelli RECAP,Vincent F. Martusciello RECAP,Scattered RECAP,p_Joy F. Campanelli (Democratic),p_Vincent F. Martusciello (Conservative),p_Scattered,p_Joy F. Campanelli RECAP,p_Vincent F. Martusciello RECAP,p_Scattered RECAP,winner,winner_p
53048,53048,100,85,2,0,87,85,2,0,0.9770114942528736,0.022988505747126436,0.0,0.9770114942528736,0.022988505747126436,0.0,Joy F. Campanelli RECAP,0.9770114942528736
53049,53049,100,15,1,0,16,15,1,0,0.9375,0.0625,0.0,0.9375,0.0625,0.0,Joy F. Campanelli RECAP,0.9375
53050,53050,100,84,7,0,91,84,7,0,0.9230769230769231,0.07692307692307693,0.0,0.9230769230769231,0.07692307692307693,0.0,Joy F. Campanelli RECAP,0.9230769230769231
53051,53051,100,52,0,1,53,52,0,1,0.9811320754716981,0.0,0.018867924528301886,0.9811320754716981,0.0,0.018867924528301886,Joy F. Campanelli RECAP,0.9811320754716981
53052,53052,100,10,0,0,10,10,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
53053,53053,100,106,6,2,114,106,6,2,0.9298245614035088,0.05263157894736842,0.017543859649122806,0.9298245614035088,0.05263157894736842,0.017543859649122806,Joy F. Campanelli RECAP,0.9298245614035088
53054,53054,100,105,5,0,110,105,5,0,0.9545454545454546,0.045454545454545456,0.0,0.9545454545454546,0.045454545454545456,0.0,Joy F. Campanelli RECAP,0.9545454545454546
53055,53055,100,104,1,1,106,104,1,1,0.9811320754716981,0.009433962264150943,0.009433962264150943,0.9811320754716981,0.009433962264150943,0.009433962264150943,Joy F. Campanelli RECAP,0.9811320754716981
53056,53056,100,136,5,0,141,136,5,0,0.9645390070921985,0.03546099290780142,0.0,0.9645390070921985,0.03546099290780142,0.0,Joy F. Campanelli RECAP,0.9645390070921985
53057,53057,100,144,5,1,150,144,5,1,0.96,0.03333333333333333,0.006666666666666667,0.96,0.03333333333333333,0.006666666666666667,Joy F. Campanelli RECAP,0.96
53058,53058,100,97,6,1,104,97,6,1,0.9326923076923077,0.057692307692307696,0.009615384615384616,0.9326923076923077,0.057692307692307696,0.009615384615384616,Joy F. Campanelli RECAP,0.9326923076923077
53059,53059,100,135,4,0,139,135,4,0,0.9712230215827338,0.02877697841726619,0.0,0.9712230215827338,0.02877697841726619,0.0,Joy F. Campanelli RECAP,0.9712230215827338
53060,53060,100,162,1,0,163,162,1,0,0.9938650306748467,0.006134969325153374,0.0,0.9938650306748467,0.006134969325153374,0.0,Joy F. Campanelli RECAP,0.9938650306748467
53061,53061,100,144,5,0,149,144,5,0,0.9664429530201343,0.03355704697986577,0.0,0.9664429530201343,0.03355704697986577,0.0,Joy F. Campanelli RECAP,0.9664429530201343
53062,53062,100,24,3,0,27,24,3,0,0.8888888888888888,0.1111111111111111,0.0,0.8888888888888888,0.1111111111111111,0.0,Joy F. Campanelli RECAP,0.8888888888888888
53063,53063,100,96,5,0,101,96,5,0,0.9504950495049505,0.04950495049504951,0.0,0.9504950495049505,0.04950495049504951,0.0,Joy F. Campanelli RECAP,0.9504950495049505
53064,53064,100,75,7,0,82,75,7,0,0.9146341463414634,0.08536585365853659,0.0,0.9146341463414634,0.08536585365853659,0.0,Joy F. Campanelli RECAP,0.9146341463414634
53065,53065,100,101,12,0,113,101,12,0,0.8938053097345132,0.10619469026548672,0.0,0.8938053097345132,0.10619469026548672,0.0,Joy F. Campanelli RECAP,0.8938053097345132
53066,53066,100,127,16,0,143,127,16,0,0.8881118881118881,0.11188811188811189,0.0,0.8881118881118881,0.11188811188811189,0.0,Joy F. Campanelli RECAP,0.8881118881118881
53067,53067,100,123,10,0,133,123,10,0,0.924812030075188,0.07518796992481203,0.0,0.924812030075188,0.07518796992481203,0.0,Joy F. Campanelli RECAP,0.924812030075188
53068,53068,100,115,16,0,131,115,16,0,0.8778625954198473,0.12213740458015267,0.0,0.8778625954198473,0.12213740458015267,0.0,Joy F. Campanelli RECAP,0.8778625954198473
53069,53069,100,63,2,1,66,63,2,1,0.9545454545454546,0.030303030303030304,0.015151515151515152,0.9545454545454546,0.030303030303030304,0.015151515151515152,Joy F. Campanelli RECAP,0.9545454545454546
53070,53070,100,138,4,0,142,138,4,0,0.971830985915493,0.028169014084507043,0.0,0.971830985915493,0.028169014084507043,0.0,Joy F. Campanelli RECAP,0.971830985915493
53071,53071,100,67,2,0,69,67,2,0,0.9710144927536232,0.028985507246376812,0.0,0.9710144927536232,0.028985507246376812,0.0,Joy F. Campanelli RECAP,0.9710144927536232
53072,53072,100,101,11,0,112,101,11,0,0.9017857142857143,0.09821428571428571,0.0,0.9017857142857143,0.09821428571428571,0.0,Joy F. Campanelli RECAP,0.9017857142857143
53073,53073,100,129,4,1,134,129,4,1,0.9626865671641791,0.029850746268656716,0.007462686567164179,0.9626865671641791,0.029850746268656716,0.007462686567164179,Joy F. Campanelli RECAP,0.9626865671641791
53074,53074,100,128,3,1,132,128,3,1,0.9696969696969697,0.022727272727272728,0.007575757575757576,0.9696969696969697,0.022727272727272728,0.007575757575757576,Joy F. Campanelli RECAP,0.9696969696969697
53075,53075,100,58,4,0,62,58,4,0,0.9354838709677419,0.06451612903225806,0.0,0.9354838709677419,0.06451612903225806,0.0,Joy F. Campanelli RECAP,0.9354838709677419
53076,53076,100,81,8,0,89,81,8,0,0.9101123595505618,0.0898876404494382,0.0,0.9101123595505618,0.0898876404494382,0.0,Joy F. Campanelli RECAP,0.9101123595505618
53077,53077,100,112,1,0,113,112,1,0,0.9911504424778761,0.008849557522123894,0.0,0.9911504424778761,0.008849557522123894,0.0,Joy F. Campanelli RECAP,0.9911504424778761
53078,53078,100,14,18,2,34,14,18,2,0.4117647058823529,0.5294117647058824,0.058823529411764705,0.4117647058823529,0.5294117647058824,0.058823529411764705,Vincent F. Martusciello RECAP,0.5294117647058824
53079,53079,100,43,2,0,45,43,2,0,0.9555555555555556,0.044444444444444446,0.0,0.9555555555555556,0.044444444444444446,0.0,Joy F. Campanelli RECAP,0.9555555555555556
53080,53080,100,159,7,0,166,159,7,0,0.9578313253012049,0.04216867469879518,0.0,0.9578313253012049,0.04216867469879518,0.0,Joy F. Campanelli RECAP,0.9578313253012049
53081,53081,100,48,2,0,50,48,2,0,0.96,0.04,0.0,0.96,0.04,0.0,Joy F. Campanelli RECAP,0.96
53082,53082,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
54001,54001,100,41,0,0,41,41,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
54002,54002,100,62,0,1,63,62,0,1,0.9841269841269841,0.0,0.015873015873015872,0.9841269841269841,0.0,0.015873015873015872,Joy F. Campanelli RECAP,0.9841269841269841
54003,54003,100,86,5,1,92,86,5,1,0.9347826086956522,0.05434782608695652,0.010869565217391304,0.9347826086956522,0.05434782608695652,0.010869565217391304,Joy F. Campanelli RECAP,0.9347826086956522
54004,54004,100,99,1,0,100,99,1,0,0.99,0.01,0.0,0.99,0.01,0.0,Joy F. Campanelli RECAP,0.99
54005,54005,100,13,0,0,13,13,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
54006,54006,100,18,0,1,19,18,0,1,0.9473684210526315,0.0,0.05263157894736842,0.9473684210526315,0.0,0.05263157894736842,Joy F. Campanelli RECAP,0.9473684210526315
54007,54007,100,158,1,0,159,158,1,0,0.9937106918238994,0.006289308176100629,0.0,0.9937106918238994,0.006289308176100629,0.0,Joy F. Campanelli RECAP,0.9937106918238994
54008,54008,100,143,1,0,144,143,1,0,0.9930555555555556,0.006944444444444444,0.0,0.9930555555555556,0.006944444444444444,0.0,Joy F. Campanelli RECAP,0.9930555555555556
54009,54009,100,78,4,0,82,78,4,0,0.9512195121951219,0.04878048780487805,0.0,0.9512195121951219,0.04878048780487805,0.0,Joy F. Campanelli RECAP,0.9512195121951219
54010,54010,100,96,1,0,97,96,1,0,0.9896907216494846,0.010309278350515464,0.0,0.9896907216494846,0.010309278350515464,0.0,Joy F. Campanelli RECAP,0.9896907216494846
54011,54011,100,120,3,0,123,120,3,0,0.975609756097561,0.024390243902439025,0.0,0.975609756097561,0.024390243902439025,0.0,Joy F. Campanelli RECAP,0.975609756097561
54012,54012,100,78,2,0,80,78,2,0,0.975,0.025,0.0,0.975,0.025,0.0,Joy F. Campanelli RECAP,0.975
54013,54013,100,115,4,0,119,115,4,0,0.9663865546218487,0.03361344537815126,0.0,0.9663865546218487,0.03361344537815126,0.0,Joy F. Campanelli RECAP,0.9663865546218487
54014,54014,100,8,0,0,8,8,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
54015,54015,100,74,3,0,77,74,3,0,0.961038961038961,0.03896103896103896,0.0,0.961038961038961,0.03896103896103896,0.0,Joy F. Campanelli RECAP,0.961038961038961
54016,54016,100,5,1,0,6,5,1,0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,Joy F. Campanelli RECAP,0.8333333333333334
54017,54017,100,22,2,0,24,22,2,0,0.9166666666666666,0.08333333333333333,0.0,0.9166666666666666,0.08333333333333333,0.0,Joy F. Campanelli RECAP,0.9166666666666666
54018,54018,100,3,0,0,3,3,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
54019,54019,100,86,2,0,88,86,2,0,0.9772727272727273,0.022727272727272728,0.0,0.9772727272727273,0.022727272727272728,0.0,Joy F. Campanelli RECAP,0.9772727272727273
54020,54020,100,150,2,0,152,150,2,0,0.9868421052631579,0.013157894736842105,0.0,0.9868421052631579,0.013157894736842105,0.0,Joy F. Campanelli RECAP,0.9868421052631579
54021,54021,100,115,7,0,122,115,7,0,0.9426229508196722,0.05737704918032787,0.0,0.9426229508196722,0.05737704918032787,0.0,Joy F. Campanelli RECAP,0.9426229508196722
54022,54022,100,81,6,0,87,81,6,0,0.9310344827586207,0.06896551724137931,0.0,0.9310344827586207,0.06896551724137931,0.0,Joy F. Campanelli RECAP,0.9310344827586207
54023,54023,100,105,5,1,111,105,5,1,0.9459459459459459,0.04504504504504504,0.009009009009009009,0.9459459459459459,0.04504504504504504,0.009009009009009009,Joy F. Campanelli RECAP,0.9459459459459459
54024,54024,100,70,6,0,76,70,6,0,0.9210526315789473,0.07894736842105263,0.0,0.9210526315789473,0.07894736842105263,0.0,Joy F. Campanelli RECAP,0.9210526315789473
54025,54025,100,47,7,0,54,47,7,0,0.8703703703703703,0.12962962962962962,0.0,0.8703703703703703,0.12962962962962962,0.0,Joy F. Campanelli RECAP,0.8703703703703703
54026,54026,100,11,0,0,11,11,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
54027,54027,100,84,2,0,86,84,2,0,0.9767441860465116,0.023255813953488372,0.0,0.9767441860465116,0.023255813953488372,0.0,Joy F. Campanelli RECAP,0.9767441860465116
54028,54028,100,141,1,0,142,141,1,0,0.9929577464788732,0.007042253521126761,0.0,0.9929577464788732,0.007042253521126761,0.0,Joy F. Campanelli RECAP,0.9929577464788732
54029,54029,100,81,2,0,83,81,2,0,0.9759036144578314,0.024096385542168676,0.0,0.9759036144578314,0.024096385542168676,0.0,Joy F. Campanelli RECAP,0.9759036144578314
54030,54030,100,124,2,0,126,124,2,0,0.9841269841269841,0.015873015873015872,0.0,0.9841269841269841,0.015873015873015872,0.0,Joy F. Campanelli RECAP,0.9841269841269841
54031,54031,100,23,0,0,23,23,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
54032,54032,100,109,11,0,120,109,11,0,0.9083333333333333,0.09166666666666666,0.0,0.9083333333333333,0.09166666666666666,0.0,Joy F. Campanelli RECAP,0.9083333333333333
54033,54033,100,119,6,0,125,119,6,0,0.952,0.048,0.0,0.952,0.048,0.0,Joy F. Campanelli RECAP,0.952
54034,54034,100,140,6,0,146,140,6,0,0.958904109589041,0.0410958904109589,0.0,0.958904109589041,0.0410958904109589,0.0,Joy F. Campanelli RECAP,0.958904109589041
54035,54035,100,115,1,0,116,115,1,0,0.9913793103448276,0.008620689655172414,0.0,0.9913793103448276,0.008620689655172414,0.0,Joy F. Campanelli RECAP,0.9913793103448276
54036,54036,100,142,5,0,147,142,5,0,0.9659863945578231,0.034013605442176874,0.0,0.9659863945578231,0.034013605442176874,0.0,Joy F. Campanelli RECAP,0.9659863945578231
54037,54037,100,128,4,0,132,128,4,0,0.9696969696969697,0.030303030303030304,0.0,0.9696969696969697,0.030303030303030304,0.0,Joy F. Campanelli RECAP,0.9696969696969697
54038,54038,100,131,6,0,137,131,6,0,0.9562043795620438,0.043795620437956206,0.0,0.9562043795620438,0.043795620437956206,0.0,Joy F. Campanelli RECAP,0.9562043795620438
54039,54039,100,149,2,0,151,149,2,0,0.9867549668874173,0.013245033112582781,0.0,0.9867549668874173,0.013245033112582781,0.0,Joy F. Campanelli RECAP,0.9867549668874173
54040,54040,100,26,5,0,31,26,5,0,0.8387096774193549,0.16129032258064516,0.0,0.8387096774193549,0.16129032258064516,0.0,Joy F. Campanelli RECAP,0.8387096774193549
54041,54041,100,134,8,0,142,134,8,0,0.9436619718309859,0.056338028169014086,0.0,0.9436619718309859,0.056338028169014086,0.0,Joy F. Campanelli RECAP,0.9436619718309859
54042,54042,100,158,7,0,165,158,7,0,0.9575757575757575,0.04242424242424243,0.0,0.9575757575757575,0.04242424242424243,0.0,Joy F. Campanelli RECAP,0.9575757575757575
54043,54043,100,146,7,0,153,146,7,0,0.954248366013072,0.0457516339869281,0.0,0.954248366013072,0.0457516339869281,0.0,Joy F. Campanelli RECAP,0.954248366013072
54044,54044,100,69,1,0,70,69,1,0,0.9857142857142858,0.014285714285714285,0.0,0.9857142857142858,0.014285714285714285,0.0,Joy F. Campanelli RECAP,0.9857142857142858
54045,54045,100,132,8,2,142,132,8,2,0.9295774647887324,0.056338028169014086,0.014084507042253521,0.9295774647887324,0.056338028169014086,0.014084507042253521,Joy F. Campanelli RECAP,0.9295774647887324
54046,54046,100,162,9,0,171,162,9,0,0.9473684210526315,0.05263157894736842,0.0,0.9473684210526315,0.05263157894736842,0.0,Joy F. Campanelli RECAP,0.9473684210526315
54047,54047,100,87,4,0,91,87,4,0,0.9560439560439561,0.04395604395604396,0.0,0.9560439560439561,0.04395604395604396,0.0,Joy F. Campanelli RECAP,0.9560439560439561
54048,54048,100,106,7,0,113,106,7,0,0.9380530973451328,0.061946902654867256,0.0,0.9380530973451328,0.061946902654867256,0.0,Joy F. Campanelli RECAP,0.9380530973451328
54049,54049,100,114,5,0,119,114,5,0,0.957983193277311,0.04201680672268908,0.0,0.957983193277311,0.04201680672268908,0.0,Joy F. Campanelli RECAP,0.957983193277311
54050,54050,100,135,4,0,139,135,4,0,0.9712230215827338,0.02877697841726619,0.0,0.9712230215827338,0.02877697841726619,0.0,Joy F. Campanelli RECAP,0.9712230215827338
54051,54051,100,134,14,0,148,134,14,0,0.9054054054054054,0.0945945945945946,0.0,0.9054054054054054,0.0945945945945946,0.0,Joy F. Campanelli RECAP,0.9054054054054054
54052,54052,100,90,6,0,96,90,6,0,0.9375,0.0625,0.0,0.9375,0.0625,0.0,Joy F. Campanelli RECAP,0.9375
54053,54053,100,66,4,0,70,66,4,0,0.9428571428571428,0.05714285714285714,0.0,0.9428571428571428,0.05714285714285714,0.0,Joy F. Campanelli RECAP,0.9428571428571428
54054,54054,100,140,14,0,154,140,14,0,0.9090909090909091,0.09090909090909091,0.0,0.9090909090909091,0.09090909090909091,0.0,Joy F. Campanelli RECAP,0.9090909090909091
54055,54055,100,100,5,0,105,100,5,0,0.9523809523809523,0.047619047619047616,0.0,0.9523809523809523,0.047619047619047616,0.0,Joy F. Campanelli RECAP,0.9523809523809523
54056,54056,100,114,3,0,117,114,3,0,0.9743589743589743,0.02564102564102564,0.0,0.9743589743589743,0.02564102564102564,0.0,Joy F. Campanelli RECAP,0.9743589743589743
54057,54057,100,121,4,0,125,121,4,0,0.968,0.032,0.0,0.968,0.032,0.0,Joy F. Campanelli RECAP,0.968
54058,54058,100,105,10,0,115,105,10,0,0.9130434782608695,0.08695652173913043,0.0,0.9130434782608695,0.08695652173913043,0.0,Joy F. Campanelli RECAP,0.9130434782608695
54059,54059,100,132,8,0,140,132,8,0,0.9428571428571428,0.05714285714285714,0.0,0.9428571428571428,0.05714285714285714,0.0,Joy F. Campanelli RECAP,0.9428571428571428
54060,54060,100,236,3,0,239,236,3,0,0.9874476987447699,0.012552301255230125,0.0,0.9874476987447699,0.012552301255230125,0.0,Joy F. Campanelli RECAP,0.9874476987447699
54061,54061,100,146,4,0,150,146,4,0,0.9733333333333334,0.02666666666666667,0.0,0.9733333333333334,0.02666666666666667,0.0,Joy F. Campanelli RECAP,0.9733333333333334
54062,54062,100,108,4,1,113,108,4,1,0.9557522123893806,0.035398230088495575,0.008849557522123894,0.9557522123893806,0.035398230088495575,0.008849557522123894,Joy F. Campanelli RECAP,0.9557522123893806
54063,54063,100,147,2,0,149,147,2,0,0.9865771812080537,0.013422818791946308,0.0,0.9865771812080537,0.013422818791946308,0.0,Joy F. Campanelli RECAP,0.9865771812080537
54064,54064,100,97,1,0,98,97,1,0,0.9897959183673469,0.01020408163265306,0.0,0.9897959183673469,0.01020408163265306,0.0,Joy F. Campanelli RECAP,0.9897959183673469
54065,54065,100,126,9,0,135,126,9,0,0.9333333333333333,0.06666666666666667,0.0,0.9333333333333333,0.06666666666666667,0.0,Joy F. Campanelli RECAP,0.9333333333333333
54066,54066,100,36,1,0,37,36,1,0,0.972972972972973,0.02702702702702703,0.0,0.972972972972973,0.02702702702702703,0.0,Joy F. Campanelli RECAP,0.972972972972973
54067,54067,100,142,4,0,146,142,4,0,0.9726027397260274,0.0273972602739726,0.0,0.9726027397260274,0.0273972602739726,0.0,Joy F. Campanelli RECAP,0.9726027397260274
54068,54068,100,88,3,0,91,88,3,0,0.967032967032967,0.03296703296703297,0.0,0.967032967032967,0.03296703296703297,0.0,Joy F. Campanelli RECAP,0.967032967032967
54069,54069,100,104,1,0,105,104,1,0,0.9904761904761905,0.009523809523809525,0.0,0.9904761904761905,0.009523809523809525,0.0,Joy F. Campanelli RECAP,0.9904761904761905
54070,54070,100,76,0,0,76,76,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
54071,54071,100,81,0,1,82,81,0,1,0.9878048780487805,0.0,0.012195121951219513,0.9878048780487805,0.0,0.012195121951219513,Joy F. Campanelli RECAP,0.9878048780487805
54072,54072,100,8,0,0,8,8,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
54073,54073,100,119,3,1,123,119,3,1,0.967479674796748,0.024390243902439025,0.008130081300813009,0.967479674796748,0.024390243902439025,0.008130081300813009,Joy F. Campanelli RECAP,0.967479674796748
54074,54074,100,102,4,0,106,102,4,0,0.9622641509433962,0.03773584905660377,0.0,0.9622641509433962,0.03773584905660377,0.0,Joy F. Campanelli RECAP,0.9622641509433962
54075,54075,100,26,1,0,27,26,1,0,0.9629629629629629,0.037037037037037035,0.0,0.9629629629629629,0.037037037037037035,0.0,Joy F. Campanelli RECAP,0.9629629629629629
54076,54076,100,109,1,0,110,109,1,0,0.990909090909091,0.00909090909090909,0.0,0.990909090909091,0.00909090909090909,0.0,Joy F. Campanelli RECAP,0.990909090909091
54077,54077,100,59,5,0,64,59,5,0,0.921875,0.078125,0.0,0.921875,0.078125,0.0,Joy F. Campanelli RECAP,0.921875
54078,54078,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
54079,54079,100,42,2,0,44,42,2,0,0.9545454545454546,0.045454545454545456,0.0,0.9545454545454546,0.045454545454545456,0.0,Joy F. Campanelli RECAP,0.9545454545454546
55003,55003,100,33,0,0,33,33,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
55001,55003,100,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0
55002,55002,100,50,3,0,53,50,3,0,0.9433962264150944,0.05660377358490566,0.0,0.9433962264150944,0.05660377358490566,0.0,Joy F. Campanelli RECAP,0.9433962264150944
55004,55004,100,206,2,0,208,206,2,0,0.9903846153846154,0.009615384615384616,0.0,0.9903846153846154,0.009615384615384616,0.0,Joy F. Campanelli RECAP,0.9903846153846154
55005,55005,100,18,0,0,18,18,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
55006,55006,100,121,2,0,123,121,2,0,0.983739837398374,0.016260162601626018,0.0,0.983739837398374,0.016260162601626018,0.0,Joy F. Campanelli RECAP,0.983739837398374
55007,55007,100,120,4,0,124,120,4,0,0.967741935483871,0.03225806451612903,0.0,0.967741935483871,0.03225806451612903,0.0,Joy F. Campanelli RECAP,0.967741935483871
55008,55008,100,33,0,0,33,33,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
55009,55009,100,115,2,0,117,115,2,0,0.9829059829059829,0.017094017094017096,0.0,0.9829059829059829,0.017094017094017096,0.0,Joy F. Campanelli RECAP,0.9829059829059829
55010,55010,100,161,3,0,164,161,3,0,0.9817073170731707,0.018292682926829267,0.0,0.9817073170731707,0.018292682926829267,0.0,Joy F. Campanelli RECAP,0.9817073170731707
55011,55011,100,153,3,0,156,153,3,0,0.9807692307692307,0.019230769230769232,0.0,0.9807692307692307,0.019230769230769232,0.0,Joy F. Campanelli RECAP,0.9807692307692307
55012,55012,100,172,2,0,174,172,2,0,0.9885057471264368,0.011494252873563218,0.0,0.9885057471264368,0.011494252873563218,0.0,Joy F. Campanelli RECAP,0.9885057471264368
55013,55013,100,7,0,0,7,7,0,0,1.0,0.0,0.0,1.0,0.0,0.0,Joy F. Campanelli RECAP,1.0
55014,55014,100,147,4,0,151,147,4,0,0.9735099337748344,0.026490066225165563,0.0,0.9735099337748344,0.026490066225165563,0.0,Joy F. Campanelli RECAP,0.9735099337748344
